cohort,scr_age,ppt_rate,scr_mod,year,Cost_of_screen_x_reen_positives,Cost_of_clinic_x_ow_up_protocol,Health_adjusted_person_years
1973,50,0.18,f10q,2016,27805623.34,3498682.196,2141253.108
1973,50,0.18,f10q,2017,27650383.87,3764434.329,2149906.918
1973,50,0.18,f10q,2018,16568148.72,6989065.739,2151706.659
1973,50,0.18,f10q,2019,16598984.98,7421520.625,2149003.741
1973,50,0.18,f10q,2020,17469882.68,7601313.175,2147614.357
1973,50,0.18,f10q,2021,17340106.07,8097227.241,2145495.343
1973,50,0.18,f10q,2022,17281809.14,8479749.723,2142463.978
1973,50,0.18,f10q,2023,56573751,7999188.367,2138170.487
1973,50,0.18,f10q,2024,98000463.54,8910897.578,2132418.663
1973,50,0.18,f10q,2025,99364643.72,9167910.175,2125203.832
1973,50,0.18,f10q,2026,100887002.6,10901701.53,2116696.651
1973,50,0.18,f10q,2027,101141996.2,13603470.67,2106717.425
1973,50,0.18,f10q,2028,60202598.48,17776127.19,2098433.607
1973,50,0.18,f10q,2029,18465468,22168906.87,2092076.206
1973,50,0.18,f10q,2030,18887214.21,23279869.71,2084732.659
1973,50,0.18,f10q,2031,19187534.68,24007346.37,2076489.829
1973,50,0.18,f10q,2032,19172569.2,24979217.92,2067795.162
1973,50,0.18,f10q,2033,44157985.69,23701197.28,2060819.363
1973,50,0.18,f10q,2034,70334279.65,22288876.5,2055494.913
1973,50,0.18,f10q,2035,70845182.16,22961926.14,2049596.392
1973,50,0.18,f10q,2036,72393210.68,23869425.54,2042812.673
1973,50,0.18,f10q,2037,71697604.28,24555463.54,2034917.564
1973,50,0.18,f10q,2038,46796583.93,26987177.1,2025749.483
1973,50,0.18,f10q,2039,22850844.07,30125501.68,2014872.549
1973,50,0.18,f10q,2040,23426306.22,31690990.63,2002262.39
1973,50,0.18,f10q,2041,24447410.67,33479973.72,1988067.365
1973,50,0.18,f10q,2042,25614743.44,34682498.8,1972179.795
1973,50,0.18,f10q,2043,44133042.21,34605992.74,1952948.218
1973,50,0.18,f10q,2044,65019571.37,35243104.94,1929891.613
1973,50,0.18,f10q,2045,65742578.88,38217372.03,1904423.351
1973,50,0.18,f10q,2046,66040729.72,40509701.68,1877345.589
1973,50,0.18,f10q,2047,64797397.92,41823690.98,1847751.083
1973,50,0.18,f10q,2048,28096447.35,44803806.54,1808422.321
1973,50,0.18,f10q,2049,3838442.771,47678696.52,1759703.873
1973,50,0.18,f10q,2050,2856457.915,49967253.35,1708302.409
1973,50,0.18,f10q,2051,1062493.182,50822077.55,1654612.493
1973,50,0.18,f10q,2052,0,51841852.68,1598434.097
1973,50,0.18,f10q,2053,0,49854041.23,1539106.25
1973,50,0.18,f10q,2054,0,49555921.6,1476493.391
1973,50,0.18,f10q,2055,0,50422669.01,1411681.981
1973,50,0.18,f10q,2056,0,49526019.89,1344154.723
1973,50,0.18,f10q,2057,0,50224948.7,1273897.097
1973,50,0.18,f10q,2058,0,49133255.76,1196161.142
1973,50,0.18,f10q,2059,0,48214590.04,1111626.849
1973,50,0.18,f10q,2060,0,48482558.26,1023918.363
1973,50,0.18,f10q,2061,0,46444872.95,933475.3131
1973,50,0.18,f10q,2062,0,44530032.73,841716.265
1973,50,0.18,f10q,2063,0,37807511.15,763062.2035
1973,50,0.18,f10q,2064,0,29399932.85,696942.9992
1973,50,0.18,f10q,2065,0,21490391.06,629766.2378
1973,50,0.18,f10q,2066,0,14361204.04,562480.8222
1973,50,0.18,f10q,2067,0,6966409.24,495518.8063
1973,50,0.18,f10q,2068,0,5901570.871,430165.3415
1973,50,0.18,f10q,2069,0,5035502.331,368519.3213
1973,50,0.18,f10q,2070,0,4557508.219,312566.3531
1973,50,0.18,f10q,2071,0,3639380.914,262298.334
1973,50,0.18,f10q,2072,0,3038338.813,218845.2179
1973,50,0.18,f10q,2073,0,2513018.551,181388.6922
1973,50,0.18,f10q,2074,0,2124944.123,149357.2062
1973,50,0.18,f10q,2075,0,1774730.615,122308.1147
1973,50,0.18,f10q,2076,0,1296736.503,99619.59463
1973,50,0.18,f10q,2077,0,1031710.064,80994.64286
1973,50,0.18,f10q,2078,0,728822.7058,65977.8805
1973,50,0.18,f10q,2079,0,558448.5668,53916.96608
1973,50,0.18,f10q,2080,0,511122.4171,44087.87136
1973,50,0.18,f10q,2081,0,392807.0428,36031.03477
1973,50,0.18,f10q,2082,0,369143.9679,29492.67034
1973,50,0.18,f10q,2083,0,274491.6684,24156.72613
1973,50,0.18,f10q,2084,0,212967.6738,19740.62377
1973,50,0.18,f10q,2085,0,194037.2139,16168.90878
1973,50,0.18,f10q,2086,0,132513.2192,13267.1683
1973,50,0.18,f10q,2087,0,132513.2192,10893.39335
1973,50,0.18,f10q,2088,0,85187.06951,8941.406532
1973,50,0.18,f10q,2089,0,37860.91978,7377.849919
1973,50,0.18,f10q,2090,0,56791.37968,6120.620222
1973,50,0.18,f10q,2091,0,42593.53476,4996.469113
1973,50,0.18,f10q,2092,0,33128.30481,3856.863249
1973,50,0.18,f10q,2093,0,4732.614973,2694.812594
1973,50,0.18,f10q,2094,0,23663.07486,1735.029371
1973,50,0.18,f10q,2095,0,0,988.5596814
1973,50,0.18,f10q,2096,0,0,321.911037
1973,50,0.18,f10q,2097,0,0,0
1973,50,0.18,f10q,2098,0,0,0
1973,50,0.18,f10q,2099,0,0,0
1973,50,0.18,f10q,2100,0,0,0
1973,50,0.18,f10q,2101,0,0,0
1973,50,0.18,f10q,2102,0,0,0
1973,50,0.18,f10q,2103,0,0,0
1973,50,0.18,f10q,2104,0,0,0
1973,50,0.18,f10q,2105,0,0,0
1973,50,0.18,f10q,2106,0,0,0
1973,50,0.18,f10q,2107,0,0,0
1973,50,0.18,f10q,2108,0,0,0
1973,50,0.18,f10q,2109,0,0,0
1973,50,0.18,f10q,2110,0,0,0
1973,50,0.18,f10q,2111,0,0,0
1973,50,0.18,f10q,2112,0,0,0
1973,50,0.18,f10q,2113,0,0,0
1973,50,0.18,f10q,2114,0,0,0
1973,50,0.18,f10q,2115,0,0,0
1973,45,0.18,f10q,2015,27458882.88,1660289.514,2132295.61
1973,45,0.18,f10q,2016,27805623.34,3498682.196,2141253.108
1973,45,0.18,f10q,2017,27650383.87,3764434.329,2149906.918
1973,45,0.18,f10q,2018,16568148.72,6989065.739,2151706.659
1973,45,0.18,f10q,2019,16598984.98,7421520.625,2149003.741
1973,45,0.18,f10q,2020,17469882.68,7601313.175,2147614.357
1973,45,0.18,f10q,2021,17340106.07,8097227.241,2145495.343
1973,45,0.18,f10q,2022,220641343.2,8437156.188,2142427.585
1973,45,0.18,f10q,2023,218899793.1,7978907.963,2138107.396
1973,45,0.18,f10q,2024,18388483.66,8776453.077,2132392.68
1973,45,0.18,f10q,2025,18999557.09,17650383.21,2125229.725
1973,45,0.18,f10q,2026,18355179.47,17882472.52,2116753.742
1973,45,0.18,f10q,2027,18202110.21,26358145.11,2106805.571
1973,45,0.18,f10q,2028,18602911.47,27523144.81,2098546.588
1973,45,0.18,f10q,2029,18465468,11313630.21,2092203.992
1973,45,0.18,f10q,2030,18887214.21,20706450.8,2084871.681
1973,45,0.18,f10q,2031,19187534.68,21471741.57,2076640.681
1973,45,0.18,f10q,2032,151800630.4,17081517.41,2067921.264
1973,45,0.18,f10q,2033,150060471.1,19630816.75,2060893.367
1973,45,0.18,f10q,2034,19888495.51,16747710.03,2055579.995
1973,45,0.18,f10q,2035,20322925.91,21729070.18,2049700.981
1973,45,0.18,f10q,2036,19836811.43,24434881.35,2042943.269
1973,45,0.18,f10q,2037,30502332.81,30323577.05,2035062.45
1973,45,0.18,f10q,2038,29539441.19,32555057.68,2025907.99
1973,45,0.18,f10q,2039,18322668.63,23821455.62,2015050.902
1973,45,0.18,f10q,2040,23795489.44,28672760.54,2002439.181
1973,45,0.18,f10q,2041,23554557.24,31553436.56,1988225.372
1973,45,0.18,f10q,2042,138936749.2,32953479.07,1972278.437
1973,45,0.18,f10q,2043,136144548.2,35484714.1,1952960.166
1973,45,0.18,f10q,2044,18374056.19,31691544.64,1929894.325
1973,45,0.18,f10q,2045,19758231.93,39756739.92,1904463.137
1973,45,0.18,f10q,2046,19534154.9,42197325.66,1877402.213
1973,45,0.18,f10q,2047,31560196.2,47248153.43,1847821.622
1973,45,0.18,f10q,2048,15015702.93,50954571.27,1808483.36
1973,45,0.18,f10q,2049,3390599.449,41212005.36,1759762.863
1973,45,0.18,f10q,2050,4076432.187,48481290.27,1708364.509
1973,45,0.18,f10q,2051,1665766.75,49253724.83,1654668.851
1973,45,0.18,f10q,2052,0,50356907.91,1598480.256
1973,45,0.18,f10q,2053,0,51842851.47,1539139.561
1973,45,0.18,f10q,2054,0,47174382.34,1476519.629
1973,45,0.18,f10q,2055,0,50103457.45,1411690.717
1973,45,0.18,f10q,2056,0,50435118.94,1344150.374
1973,45,0.18,f10q,2057,0,49314300.72,1273887.156
1973,45,0.18,f10q,2058,0,49936403.55,1196145.284
1973,45,0.18,f10q,2059,0,47762525.81,1111599.637
1973,45,0.18,f10q,2060,0,48061449.17,1023883.857
1973,45,0.18,f10q,2061,0,46984586.13,933463.1525
1973,45,0.18,f10q,2062,0,44268724.5,841715.3825
1973,45,0.18,f10q,2063,0,37730388.65,763066.4013
1973,45,0.18,f10q,2064,0,29371392.8,696966.9951
1973,45,0.18,f10q,2065,0,21418918.04,629787.2849
1973,45,0.18,f10q,2066,0,14255057.69,562505.6008
1973,45,0.18,f10q,2067,0,7004270.16,495529.9998
1973,45,0.18,f10q,2068,0,5906303.486,430155.6744
1973,45,0.18,f10q,2069,0,5035502.331,368512.9847
1973,45,0.18,f10q,2070,0,4533845.144,312577.0963
1973,45,0.18,f10q,2071,0,3677241.834,262309.0839
1973,45,0.18,f10q,2072,0,3104595.422,218848.2431
1973,45,0.18,f10q,2073,0,2531949.011,181380.8889
1973,45,0.18,f10q,2074,0,2162805.043,149361.7076
1973,45,0.18,f10q,2075,0,1774730.615,122313.8933
1973,45,0.18,f10q,2076,0,1310934.348,99628.35234
1973,45,0.18,f10q,2077,0,1012779.604,81007.92791
1973,45,0.18,f10q,2078,0,724090.0909,65993.7377
1973,45,0.18,f10q,2079,0,567913.7968,53930.03337
1973,45,0.18,f10q,2080,0,530052.877,44098.9075
1973,45,0.18,f10q,2081,0,402272.2727,36038.19596
1973,45,0.18,f10q,2082,0,383341.8128,29497.44952
1973,45,0.18,f10q,2083,0,279224.2834,24158.88706
1973,45,0.18,f10q,2084,0,184571.9839,19735.24278
1973,45,0.18,f10q,2085,0,194037.2139,16162.48163
1973,45,0.18,f10q,2086,0,141978.4492,13261.56291
1973,45,0.18,f10q,2087,0,141978.4492,10891.20156
1973,45,0.18,f10q,2088,0,80454.45454,8940.839169
1973,45,0.18,f10q,2089,0,33128.30481,7377.675373
1973,45,0.18,f10q,2090,0,61523.99465,6120.169714
1973,45,0.18,f10q,2091,0,42593.53476,4991.149004
1973,45,0.18,f10q,2092,0,33128.30481,3849.407041
1973,45,0.18,f10q,2093,0,9465.229946,2688.995507
1973,45,0.18,f10q,2094,0,23663.07486,1726.359873
1973,45,0.18,f10q,2095,0,0,982.8193247
1973,45,0.18,f10q,2096,0,0,319.6670435
1973,45,0.18,f10q,2097,0,0,0
1973,45,0.18,f10q,2098,0,0,0
1973,45,0.18,f10q,2099,0,0,0
1973,45,0.18,f10q,2100,0,0,0
1973,45,0.18,f10q,2101,0,0,0
1973,45,0.18,f10q,2102,0,0,0
1973,45,0.18,f10q,2103,0,0,0
1973,45,0.18,f10q,2104,0,0,0
1973,45,0.18,f10q,2105,0,0,0
1973,45,0.18,f10q,2106,0,0,0
1973,45,0.18,f10q,2107,0,0,0
1973,45,0.18,f10q,2108,0,0,0
1973,45,0.18,f10q,2109,0,0,0
1973,45,0.18,f10q,2110,0,0,0
1973,45,0.18,f10q,2111,0,0,0
1973,45,0.18,f10q,2112,0,0,0
1973,45,0.18,f10q,2113,0,0,0
1973,45,0.18,f10q,2114,0,0,0
1973,45,0.18,f10q,2115,0,0,0
1978,50,0.18,f10q,2015,0,931221.0066,2149791.381
1978,50,0.18,f10q,2016,0,1246086.212,2172692.397
1978,50,0.18,f10q,2017,0,1472963.015,2196990.009
1978,50,0.18,f10q,2018,28007595.65,1654058.692,2214601.884
1978,50,0.18,f10q,2019,28403795.75,1762573.302,2229645.562
1978,50,0.18,f10q,2020,29473726.21,2036194.918,2245073.11
1978,50,0.18,f10q,2021,30262711.14,4554687.393,2259274.529
1978,50,0.18,f10q,2022,30738974.33,4792625.173,2272143.495
1978,50,0.18,f10q,2023,17623841.24,8549771.355,2279744.855
1978,50,0.18,f10q,2024,17772024.99,9234603.763,2282303.326
1978,50,0.18,f10q,2025,18410223.74,9557244.815,2282943.984
1978,50,0.18,f10q,2026,18429007.69,9969563.654,2281628.284
1978,50,0.18,f10q,2027,18693055.98,10703606.68,2278585.731
1978,50,0.18,f10q,2028,59618416.96,10011474.41,2273921.558
1978,50,0.18,f10q,2029,103494330.6,11009580.18,2268315.203
1978,50,0.18,f10q,2030,108463257.8,11803984.52,2260576.793
1978,50,0.18,f10q,2031,109285006.6,13964007.75,2251239.966
1978,50,0.18,f10q,2032,111240285.4,17411021.34,2240469.373
1978,50,0.18,f10q,2033,65821414.14,22356744.47,2231549.541
1978,50,0.18,f10q,2034,19365393.15,27808666.22,2224777.573
1978,50,0.18,f10q,2035,19658454.68,29493968.76,2216928.458
1978,50,0.18,f10q,2036,20563411.69,30124951.57,2208126.739
1978,50,0.18,f10q,2037,20572654.81,31272854.56,2198600.074
1978,50,0.18,f10q,2038,45269325.92,30180272.05,2191172.355
1978,50,0.18,f10q,2039,72660333.03,28099868.33,2185586.217
1978,50,0.18,f10q,2040,75227103.49,29903349.69,2179161.405
1978,50,0.18,f10q,2041,75790626.51,30988370.92,2171971.917
1978,50,0.18,f10q,2042,77322904.48,31229004.68,2163982.046
1978,50,0.18,f10q,2043,50021742.78,35013481.42,2154736.279
1978,50,0.18,f10q,2044,25051210.36,37937917.56,2143598.782
1978,50,0.18,f10q,2045,25047338.86,39445842.62,2130671.353
1978,50,0.18,f10q,2046,25915129.06,42159378.91,2115789.44
1978,50,0.18,f10q,2047,27688394.1,43855157.18,2098903.681
1978,50,0.18,f10q,2048,46382557.4,44445083.68,2078761.024
1978,50,0.18,f10q,2049,68063642.78,45755046.53,2054781.15
1978,50,0.18,f10q,2050,69942907.71,48009090,2028946.727
1978,50,0.18,f10q,2051,69434027.88,51546725.55,2000617.158
1978,50,0.18,f10q,2052,70622479.47,54426488.61,1969468.456
1978,50,0.18,f10q,2053,30318687.9,56384308.61,1926727.863
1978,50,0.18,f10q,2054,3979973.392,60509670.18,1873654.096
1978,50,0.18,f10q,2055,2857820.89,63676476.28,1817747.621
1978,50,0.18,f10q,2056,1104109.728,64643572.3,1758740.223
1978,50,0.18,f10q,2057,0,65355103.21,1697183.128
1978,50,0.18,f10q,2058,0,64099926.31,1633940.178
1978,50,0.18,f10q,2059,0,62845139.57,1568138.109
1978,50,0.18,f10q,2060,0,63721637.03,1499268.53
1978,50,0.18,f10q,2061,0,63192594.66,1427302.35
1978,50,0.18,f10q,2062,0,63155459.44,1352580.121
1978,50,0.18,f10q,2063,0,62280296.31,1270126.144
1978,50,0.18,f10q,2064,0,61014507.12,1180673.003
1978,50,0.18,f10q,2065,0,60806755.86,1087991.051
1978,50,0.18,f10q,2066,0,59332099.56,992278.4066
1978,50,0.18,f10q,2067,0,57151897.37,893868.5891
1978,50,0.18,f10q,2068,0,47649106.91,809588.0777
1978,50,0.18,f10q,2069,0,37191330.92,739411.7814
1978,50,0.18,f10q,2070,0,26550243.15,668444.9597
1978,50,0.18,f10q,2071,0,17520230.39,596461.6075
1978,50,0.18,f10q,2072,0,7903467.005,525241.4876
1978,50,0.18,f10q,2073,0,7089457.23,455282.9777
1978,50,0.18,f10q,2074,0,5939431.791,390263.0859
1978,50,0.18,f10q,2075,0,4917186.957,331050.3091
1978,50,0.18,f10q,2076,0,4292481.78,277912.6855
1978,50,0.18,f10q,2077,0,3535263.385,231855.1291
1978,50,0.18,f10q,2078,0,2872697.289,192174.0114
1978,50,0.18,f10q,2079,0,2356842.257,158395.4791
1978,50,0.18,f10q,2080,0,1916709.064,129834.4377
1978,50,0.18,f10q,2081,0,1490773.716,105830.0838
1978,50,0.18,f10q,2082,0,1367725.727,86112.1128
1978,50,0.18,f10q,2083,0,998581.7593,70182.37625
1978,50,0.18,f10q,2084,0,776148.8556,57164.17369
1978,50,0.18,f10q,2085,0,638903.0214,46539.76165
1978,50,0.18,f10q,2086,0,492191.9572,37915.50916
1978,50,0.18,f10q,2087,0,373876.5829,31194.04434
1978,50,0.18,f10q,2088,0,307619.9732,25627.21317
1978,50,0.18,f10q,2089,0,222432.9037,21008.39861
1978,50,0.18,f10q,2090,0,141978.4492,17210.4405
1978,50,0.18,f10q,2091,0,132513.2192,14074.96329
1978,50,0.18,f10q,2092,0,94652.29946,11468.7157
1978,50,0.18,f10q,2093,0,61523.99465,9385.505202
1978,50,0.18,f10q,2094,0,89919.68449,7673.653372
1978,50,0.18,f10q,2095,0,61523.99465,6313.897531
1978,50,0.18,f10q,2096,0,37860.91978,5206.122921
1978,50,0.18,f10q,2097,0,33128.30481,4053.020809
1978,50,0.18,f10q,2098,0,42593.53476,2885.239292
1978,50,0.18,f10q,2099,0,37860.91978,1849.02783
1978,50,0.18,f10q,2100,0,4732.614973,1013.075923
1978,50,0.18,f10q,2101,0,4732.614973,308.4026468
1978,50,0.18,f10q,2102,0,0,0
1978,50,0.18,f10q,2103,0,0,0
1978,50,0.18,f10q,2104,0,0,0
1978,50,0.18,f10q,2105,0,0,0
1978,50,0.18,f10q,2106,0,0,0
1978,50,0.18,f10q,2107,0,0,0
1978,50,0.18,f10q,2108,0,0,0
1978,50,0.18,f10q,2109,0,0,0
1978,50,0.18,f10q,2110,0,0,0
1978,50,0.18,f10q,2111,0,0,0
1978,50,0.18,f10q,2112,0,0,0
1978,50,0.18,f10q,2113,0,0,0
1978,50,0.18,f10q,2114,0,0,0
1978,50,0.18,f10q,2115,0,0,0
1978,50,0.18,f10q,2116,0,0,0
1978,50,0.18,f10q,2117,0,0,0
1978,50,0.18,f10q,2118,0,0,0
1978,50,0.18,f10q,2119,0,0,0
1978,50,0.18,f10q,2120,0,0,0
1978,45,0.18,f10q,2015,0,931221.0066,2149791.381
1978,45,0.18,f10q,2016,0,1246086.212,2172692.397
1978,45,0.18,f10q,2017,0,1472963.015,2196990.009
1978,45,0.18,f10q,2018,28007595.65,1654058.692,2214601.884
1978,45,0.18,f10q,2019,28403795.75,1762573.302,2229645.562
1978,45,0.18,f10q,2020,29473726.21,2036194.918,2245073.11
1978,45,0.18,f10q,2021,30262711.14,4554687.393,2259274.529
1978,45,0.18,f10q,2022,30738974.33,4792625.173,2272143.495
1978,45,0.18,f10q,2023,58880996.09,8535573.51,2279738.122
1978,45,0.18,f10q,2024,101386607.3,9237405.097,2282271.225
1978,45,0.18,f10q,2025,106870770.3,9537397.485,2282890.953
1978,45,0.18,f10q,2026,107565562.6,11885999.62,2281571.103
1978,45,0.18,f10q,2027,110019653.7,14325734.83,2278524.928
1978,45,0.18,f10q,2028,64465213.56,17851657.85,2273894.051
1978,45,0.18,f10q,2029,19520701.92,22775988.62,2268349.17
1978,45,0.18,f10q,2030,19488059.81,24196362.26,2260678.815
1978,45,0.18,f10q,2031,19323749.03,23597243.63,2251398.392
1978,45,0.18,f10q,2032,19285007.16,24481860.28,2240690.167
1978,45,0.18,f10q,2033,45621968.53,22567441.42,2231820.266
1978,45,0.18,f10q,2034,73137608.98,20596375.55,2225059.702
1978,45,0.18,f10q,2035,75806103.52,21171148.32,2217200.735
1978,45,0.18,f10q,2036,78019886.28,21166653.7,2208384.197
1978,45,0.18,f10q,2037,79550179.8,21723748.42,2198860.15
1978,45,0.18,f10q,2038,52025708.9,25182345.8,2191437.525
1978,45,0.18,f10q,2039,25803843.11,27508299.26,2185859.078
1978,45,0.18,f10q,2040,26596106.77,28970689,2179460.507
1978,45,0.18,f10q,2041,27263924.57,31293977.69,2172292.595
1978,45,0.18,f10q,2042,28283706.92,32592840.55,2164300.854
1978,45,0.18,f10q,2043,48564195.1,33714852.65,2155037.604
1978,45,0.18,f10q,2044,71902518.3,34312699.36,2143878.707
1978,45,0.18,f10q,2045,73864978.68,36212225.87,2130916.511
1978,45,0.18,f10q,2046,73058758.22,39322821.93,2115979.832
1978,45,0.18,f10q,2047,74423679.24,41865067.21,2099064.458
1978,45,0.18,f10q,2048,49415821.82,45133006.14,2078908
1978,45,0.18,f10q,2049,26367441.4,48735755.14,2054950.381
1978,45,0.18,f10q,2050,25835620.85,50792862.52,2029152.917
1978,45,0.18,f10q,2051,26893107.37,54230243.11,2000854.68
1978,45,0.18,f10q,2052,27468811.56,56533200.66,1969738.257
1978,45,0.18,f10q,2053,9521925.912,56476452.2,1926997.252
1978,45,0.18,f10q,2054,5421554.991,58342300.28,1873893.194
1978,45,0.18,f10q,2055,4332410.155,60805007.98,1817986.085
1978,45,0.18,f10q,2056,1749270.898,62378600.5,1758959.755
1978,45,0.18,f10q,2057,0,63168896.48,1697386.023
1978,45,0.18,f10q,2058,0,62401670.53,1634122.292
1978,45,0.18,f10q,2059,0,62559532.3,1568290.673
1978,45,0.18,f10q,2060,0,63288596.91,1499377.292
1978,45,0.18,f10q,2061,0,62726956.85,1427376.784
1978,45,0.18,f10q,2062,0,62814321,1352634.55
1978,45,0.18,f10q,2063,0,61989191.72,1270163.279
1978,45,0.18,f10q,2064,0,61099838.55,1180695.763
1978,45,0.18,f10q,2065,0,60840656.68,1088022.423
1978,45,0.18,f10q,2066,0,59121691.32,992279.296
1978,45,0.18,f10q,2067,0,57372976.43,893844.9158
1978,45,0.18,f10q,2068,0,47722124.95,809556.878
1978,45,0.18,f10q,2069,0,37196305.43,739380.7305
1978,45,0.18,f10q,2070,0,26546911.21,668409.0042
1978,45,0.18,f10q,2071,0,17567170.28,596415.3934
1978,45,0.18,f10q,2072,0,8007584.534,525189.6628
1978,45,0.18,f10q,2073,0,7198307.374,455235.7589
1978,45,0.18,f10q,2074,0,5982025.326,390213.8041
1978,45,0.18,f10q,2075,0,4959780.492,330981.093
1978,45,0.18,f10q,2076,0,4268818.706,277840.9184
1978,45,0.18,f10q,2077,0,3525798.155,231813.5536
1978,45,0.18,f10q,2078,0,2948419.128,192144.7652
1978,45,0.18,f10q,2079,0,2375772.716,158371.104
1978,45,0.18,f10q,2080,0,1940372.139,129814.3676
1978,45,0.18,f10q,2081,0,1504971.561,105810.6591
1978,45,0.18,f10q,2082,0,1320399.577,86094.24278
1978,45,0.18,f10q,2083,0,993849.1443,70167.02031
1978,45,0.18,f10q,2084,0,771416.2406,57156.55079
1978,45,0.18,f10q,2085,0,629437.7914,46533.98328
1978,45,0.18,f10q,2086,0,506389.8021,37911.63947
1978,45,0.18,f10q,2087,0,359678.7379,31191.85283
1978,45,0.18,f10q,2088,0,312352.5882,25633.32576
1978,45,0.18,f10q,2089,0,222432.9037,21015.00649
1978,45,0.18,f10q,2090,0,146711.0642,17213.14472
1978,45,0.18,f10q,2091,0,141978.4492,14081.35914
1978,45,0.18,f10q,2092,0,99384.91443,11471.03089
1978,45,0.18,f10q,2093,0,66256.60962,9386.741431
1978,45,0.18,f10q,2094,0,85187.06951,7675.731849
1978,45,0.18,f10q,2095,0,61523.99465,6316.492007
1978,45,0.18,f10q,2096,0,42593.53476,5207.738955
1978,45,0.18,f10q,2097,0,37860.91978,4050.4477
1978,45,0.18,f10q,2098,0,42593.53476,2882.237247
1978,45,0.18,f10q,2099,0,33128.30481,1846.35578
1978,45,0.18,f10q,2100,0,4732.614973,1010.439313
1978,45,0.18,f10q,2101,0,4732.614973,307.2337313
1978,45,0.18,f10q,2102,0,0,0
1978,45,0.18,f10q,2103,0,0,0
1978,45,0.18,f10q,2104,0,0,0
1978,45,0.18,f10q,2105,0,0,0
1978,45,0.18,f10q,2106,0,0,0
1978,45,0.18,f10q,2107,0,0,0
1978,45,0.18,f10q,2108,0,0,0
1978,45,0.18,f10q,2109,0,0,0
1978,45,0.18,f10q,2110,0,0,0
1978,45,0.18,f10q,2111,0,0,0
1978,45,0.18,f10q,2112,0,0,0
1978,45,0.18,f10q,2113,0,0,0
1978,45,0.18,f10q,2114,0,0,0
1978,45,0.18,f10q,2115,0,0,0
1978,45,0.18,f10q,2116,0,0,0
1978,45,0.18,f10q,2117,0,0,0
1978,45,0.18,f10q,2118,0,0,0
1978,45,0.18,f10q,2119,0,0,0
1978,45,0.18,f10q,2120,0,0,0
